student,course,Interaction,hintCount,TotalTime,TotalPSTime,TotalWETime,avgstepTime,avgstepTimeWE,avgstepTimePS,stepTimeDeviation,UseCount,PrepCount,MorphCount,OptionalCount,InterfaceErrorCount,RightApp,WrongApp,WrongSemanticsApp,WrongSyntaxApp,PrightAppRatio,RrightAppRatio,F1Score,FDActionCount,BDActionCount,DirectProofActionCount,InDirectProofActionCount,actionCount,UseWindowInfo,NonPSelements,AppCount,AppRatio,hintRatio,BlankRatio,HoverHintCount,NextStepClickCountWE,PreviousStepClickCountWE,deletedApp
mjcanzia,CSC226-002-BARNES-F16,2114,121,12396.718,12266.012,130.706,5.782051306,2.010861538,5.899957672,9.893745038,87,73,87,30,263,155,122,80,42,0.092426953,1.148148148,0.171081678,1881,0,1862,19,1881,4,204,1677,0.891547049,0.064327485,0.108452951,772,47,0,46
rkjaouha,CSC226-001-BARNES-F16,1192,0,6116.355,5834.786,281.569,4.972646341,5.990829787,4.932194421,9.161728389,155,105,91,3,224,134,220,142,78,0.138572906,1.196428571,0.248378128,1006,0,1006,0,1006,2,39,967,0.961232604,0,0.038767396,24,31,0,0
dpmoody,CSC226-001-BARNES-F16,2256,58,12278.132,11861.274,416.858,5.368662877,6.51340625,5.335705803,10.18763509,121,85,143,42,415,197,194,90,104,0.114335461,1.628099174,0.213665944,1868,4,1867,5,1872,8,149,1723,0.920405983,0.030982906,0.079594017,506,44,5,36
admaycoc,CSC226-002-BARNES-F16,1221,2,7062.468,6865.395,197.073,5.636446927,4.806658537,5.664517327,9.525290556,88,62,79,16,323,163,82,56,26,0.183146067,1.537735849,0.327309237,926,4,716,214,930,0,40,890,0.956989247,0.002150538,0.043010753,9,27,3,7
dhochst,CSC226-002-BARNES-F16,2003,71,15388.117,15258.898,129.219,7.584089207,1.485275862,7.85731102,13.9566126,133,81,165,51,420,240,190,83,107,0.16985138,1.751824818,0.309677419,1597,12,1292,317,1609,2,196,1413,0.878185208,0.044126787,0.121814792,94,57,3,53
jjravi,CSC226-002-BARNES-F16,2090,25,7634.622,7343.699,290.923,3.596147904,3.68256962,3.59280773,7.736665435,125,80,193,18,723,252,164,95,69,0.19047619,2.333333333,0.352201258,1399,1,1400,0,1400,4,77,1323,0.945,0.017857143,0.055,30,35,4,37
gkprufer,CSC226-001-BARNES-F16,1323,1,7383.098,7045.371,337.727,5.452805022,6.140490909,5.423688222,9.298496768,104,73,62,9,141,121,127,58,69,0.103684662,1.141509434,0.190102121,1213,0,1213,0,1213,0,46,1167,0.962077494,0.000824402,0.037922506,396,35,2,15
lbgesner,CSC226-001-BARNES-F16,2349,8,14084.705,13885.745,198.96,5.905536688,4.325217391,5.936616075,9.850499601,134,75,112,15,303,158,178,73,105,0.078063241,1.462962963,0.148217636,2082,0,1999,83,2082,0,58,2024,0.972142171,0.003842459,0.027857829,867,31,0,37
kdmidge2,CSC226-002-BARNES-F16,2283,138,10870.058,10597.418,272.64,4.69143634,3.6352,4.726769848,8.928947822,126,120,178,39,327,209,254,91,163,0.11741573,1.514492754,0.217935349,1985,5,1990,0,1990,0,210,1780,0.894472362,0.069346734,0.105527638,219,42,12,48
jcwall,CSC226-001-BARNES-F16,2248,14,8911.019,8804.07,106.949,3.901496935,2.097039216,3.94270936,6.276708505,95,79,99,59,328,173,161,65,96,0.091825902,1.558558559,0.173433584,1956,0,1797,159,1956,0,72,1884,0.963190184,0.007157464,0.036809816,885,37,0,36
tsstuelk,CSC226-002-BARNES-F16,2240,27,8114.785,8058.688,56.097,3.568507036,1.368219512,3.608906404,6.107598532,99,59,115,48,809,187,134,73,61,0.133001422,1.747663551,0.247191011,1463,2,1465,0,1465,0,59,1406,0.959726962,0.018430034,0.040273038,348,30,0,39
djbaucom,CSC226-001-BARNES-F16,616,20,5845.431,5015.266,830.165,9.133485938,11.06886667,8.876576991,14.42691229,53,41,43,6,141,97,46,41,5,0.232613909,0.91509434,0.370936902,499,0,499,0,499,4,82,417,0.835671343,0.04008016,0.164328657,0,48,0,0
cjhall3,CSC226-001-BARNES-F16,1257,0,3371.347,3292.134,79.213,2.617505435,1.685382979,2.652807413,4.822593479,62,54,46,10,424,128,44,40,4,0.153293413,1.185185185,0.271474019,864,0,864,0,864,0,29,835,0.966435185,0,0.033564815,114,26,0,9
msubram3,CSC226-002-BARNES-F16,1684,224,8506.685,8127.358,379.327,4.957275641,4.863166667,4.961757021,9.841030059,72,55,115,37,298,198,81,55,26,0.188392008,0.560906516,0.282051282,1417,1,1381,37,1418,0,367,1051,0.741184767,0.15796897,0.258815233,78,47,17,37
tadicke3,CSC226-002-BARNES-F16,809,0,2101.964,1980.05,121.914,2.508310263,1.998590164,2.548326898,5.060896573,59,49,40,2,306,114,36,28,8,0.232179226,1.085714286,0.382550336,532,0,370,162,532,0,41,491,0.922932331,0,0.077067669,23,31,5,3
jethoma8,CSC226-002-BARNES-F16,1508,4,8440.159,8039.162,400.997,5.477066191,5.569402778,5.472540504,10.19860352,225,107,48,12,379,174,218,67,151,0.161710037,1.12987013,0.282926829,1162,0,1009,153,1162,2,86,1076,0.925989673,0.003442341,0.074010327,1,42,0,20
jli29,CSC226-001-BARNES-F16,2504,64,14185.823,13640.861,544.962,5.587169358,7.675521127,5.527091167,9.956867783,84,84,115,45,282,163,165,98,67,0.075955266,1.468468468,0.144439521,2257,0,2238,19,2257,0,111,2146,0.950819672,0.028356225,0.049180328,1181,37,0,35
lvboyd,CSC226-002-BARNES-F16,2937,37,12294.397,11836.714,457.683,4.131181788,6.269630137,4.077407509,8.112179639,133,97,266,28,504,264,260,132,128,0.113402062,1.65,0.21221865,2464,8,2317,155,2472,0,144,2328,0.941747573,0.014967638,0.058252427,394,47,5,43
jfwang2,CSC226-001-BARNES-F16,2311,5,13877.885,13210.021,667.864,5.920599403,7.259391304,5.865906306,10.95566847,173,92,166,38,395,211,258,120,138,0.114798694,1.900900901,0.216521293,1948,1,1864,85,1949,0,111,1838,0.943047717,0.002565418,0.056952283,42,55,15,27
ajstrapp,CSC226-001-BARNES-F16,2322,26,8936.932,8805.807,131.125,3.793264856,1.846830986,3.853744858,7.161440942,159,115,154,97,624,235,291,116,175,0.14678326,0.867158672,0.251068376,1727,5,1520,212,1732,4,131,1601,0.924364896,0.015011547,0.075635104,54,45,0,27
ltran3,CSC226-001-BARNES-F16,4570,15,15035.33,14792.499,242.831,3.263583677,3.237746667,3.264011253,7.00277504,243,163,195,66,1349,332,335,193,142,0.107757222,2.088050314,0.204938272,3253,5,3257,1,3258,2,177,3081,0.945672192,0.004604052,0.054327808,544,49,0,50
gjabell,CSC226-002-BARNES-F16,1698,41,9269.008,9164.388,104.62,5.330079356,1.773220339,5.454992857,9.857601175,97,97,165,40,376,214,186,81,105,0.171611868,1.475862069,0.307471264,1361,2,1264,99,1363,6,116,1247,0.914893617,0.030080704,0.085106383,11,35,0,33
qliao,CSC226-001-BARNES-F16,3555,5,19126.656,19009.291,117.365,5.324792873,1.892983871,5.385068272,9.995515267,177,169,366,105,641,302,515,298,217,0.108554996,0.639830508,0.185617701,2945,6,2950,1,2951,2,169,2782,0.942731278,0.001694341,0.057268722,396,39,2,73
cjparke,CSC226-002-BARNES-F16,1383,34,5671.697,5471.332,200.365,4.005435734,3.284672131,4.037883395,7.095864961,111,71,83,19,362,139,145,78,67,0.142857143,1.139344262,0.253881279,1042,12,1053,1,1054,0,81,973,0.923149905,0.032258065,0.076850095,196,36,3,5
djmock,CSC226-001-BARNES-F16,2494,27,16880.984,16458.727,422.257,6.669689451,6.119666667,6.685104387,12.36054404,215,170,210,55,490,267,385,244,141,0.138413686,1.854166667,0.257597685,2041,0,1273,768,2041,6,112,1929,0.945124939,0.013228809,0.054875061,0,24,0,46
acflint,CSC226-001-BARNES-F16,3185,10,12587.093,12518.63,68.463,3.905396525,1.5214,3.939153556,6.677571035,141,139,293,49,702,280,342,152,190,0.115606936,2.352941176,0.220385675,2492,29,2515,6,2521,12,99,2422,0.960729869,0.00396668,0.039270131,267,32,0,97
rneby,CSC226-001-BARNES-F16,3068,10,14707.079,14656.897,50.182,4.748814659,0.737970588,4.838856718,8.621015122,205,213,282,57,681,396,363,256,107,0.172398781,3.355932203,0.327950311,2409,7,803,1613,2416,2,119,2297,0.950745033,0.004139073,0.049254967,242,47,0,29
wdcosta,CSC226-001-BARNES-F16,2272,41,13905.794,13775.597,130.197,6.012016429,3.616583333,6.049888889,10.01319657,299,199,229,57,312,246,538,326,212,0.128593832,1.952380952,0.241294752,1975,26,1842,159,2001,0,88,1913,0.956021989,0.020489755,0.043978011,33,24,0,0
jpferrer,CSC226-002-BARNES-F16,2298,64,11046.738,10967.777,78.961,4.74108927,1.273564516,4.835880511,9.038495416,146,106,198,37,477,333,154,96,58,0.208908407,2.707317073,0.387885847,1849,4,1798,55,1853,4,259,1594,0.860226659,0.034538586,0.139773341,38,43,1,82
wma8,CSC226-002-BARNES-F16,813,0,7056.57,6831.865,224.705,8.360864929,2.956644737,8.895657552,14.20043385,83,45,65,45,144,127,111,89,22,0.194189602,1.123893805,0.331160365,700,0,700,0,700,0,46,654,0.934285714,0,0.065714286,0,44,0,9
adwall4,CSC226-002-BARNES-F16,996,28,4110.376,4042.055,68.321,3.982922481,1.339627451,4.120341488,8.715042346,57,66,42,0,386,125,40,28,12,0.220848057,1.126126126,0.369276219,646,0,542,104,646,0,80,566,0.876160991,0.043343653,0.123839009,3,35,0,11
snhender,CSC226-002-BARNES-F16,664,3,3071.562,2713.764,357.798,4.458,5.770935484,4.328172249,7.461983495,55,30,31,5,205,95,26,22,4,0.221445221,0.896226415,0.355140187,483,1,484,0,484,2,55,429,0.886363636,0.006198347,0.113636364,8,45,0,20
ebbode,CSC226-002-BARNES-F16,1760,132,8055.677,7935.749,119.928,4.475376111,2.032677966,4.558155658,10.18830963,102,126,68,14,546,200,111,64,47,0.199203187,0.862068966,0.323624595,1254,0,1111,143,1254,0,250,1004,0.800637959,0.105263158,0.199362041,3,38,0,34
cwcarrol,CSC226-001-BARNES-F16,2246,6,9053.829,8430.52,623.309,3.974464004,5.420078261,3.897605178,7.391538368,149,84,158,39,739,190,241,98,143,0.129163834,1.652173913,0.239596469,1526,13,1356,183,1539,0,68,1471,0.955815465,0.003898635,0.044184535,65,35,9,11
hsnelakk,CSC226-002-BARNES-F16,1255,38,8106.257,7606.806,499.451,6.293677795,8.918767857,6.174355519,10.52044931,71,53,73,18,333,114,101,65,36,0.131639723,1.027027027,0.233367451,951,4,953,2,955,4,89,866,0.906806283,0.039790576,0.093193717,168,34,0,9
psingh8,CSC226-002-BARNES-F16,1474,1,6810.401,6474.145,336.256,4.522178619,8.4064,4.416197135,7.198884631,141,62,59,16,307,127,151,78,73,0.110338836,1.154545455,0.201427439,1179,20,1197,2,1199,4,48,1151,0.959966639,0.000834028,0.040033361,339,27,2,30
anpeeple,CSC226-001-BARNES-F16,2866,16,12149.058,11899.897,249.161,4.189330345,3.611028986,4.203425291,7.886515703,263,146,253,41,521,215,488,270,218,0.095853767,0.663580247,0.167510713,2373,6,2265,114,2379,2,136,2243,0.942833123,0.006725515,0.057166877,287,46,0,62
kenewell,CSC226-002-BARNES-F16,1096,18,10230.16,10058.889,171.271,8.997502199,5.037382353,9.119572983,13.3113769,78,72,72,19,182,170,71,30,41,0.192525481,1.223021583,0.332681018,945,10,950,5,955,0,72,883,0.92460733,0.018848168,0.07539267,63,23,0,23
mlcarswe,CSC226-001-BARNES-F16,2861,41,19072.015,18822.713,249.302,6.585640539,4.021,6.641747706,10.99101761,115,101,225,30,670,256,215,146,69,0.121442125,2.098360656,0.229596413,2200,26,2111,115,2226,1,118,2108,0.946990117,0.018418688,0.053009883,597,38,5,49
amosolf,CSC226-002-BARNES-F16,1254,35,5023.58,4886.308,137.272,3.909400778,2.920680851,3.946936995,6.626516475,74,53,84,34,212,130,115,63,52,0.131048387,1.203703704,0.236363636,1071,2,999,74,1073,1,81,992,0.924510718,0.032618826,0.075489282,299,28,3,31
kpowczar,CSC226-002-BARNES-F16,1465,27,6324.196,6079.906,244.29,4.218943296,5.552045455,4.178629553,8.671931529,109,56,111,18,441,184,110,43,67,0.188717949,1.719626168,0.340110906,1058,0,1057,1,1058,2,83,975,0.921550095,0.025519849,0.078449905,3,28,1,42
nlwrenn,CSC226-001-BARNES-F16,807,11,5039.918,4041.143,998.775,6.021407407,15.85357143,5.221114987,12.048693,66,35,73,12,176,124,62,42,20,0.214532872,1.042016807,0.355810617,661,0,531,130,661,6,83,578,0.874432678,0.016641452,0.125567322,15,43,0,13
vmaktha,CSC226-002-BARNES-F16,1105,10,5919.496,5812.934,106.562,5.215414978,2.13124,5.357542857,9.474881511,66,76,78,21,188,137,104,86,18,0.151381215,1.280373832,0.270750988,947,0,947,0,947,0,42,905,0.955649419,0.010559662,0.044350581,67,29,1,40
jtnelso3,CSC226-002-BARNES-F16,1363,36,11971.139,11327.685,643.454,8.556925661,11.91581481,8.422070632,15.00170633,93,78,91,29,286,167,124,85,39,0.162609542,1.504504505,0.293497364,1112,1,1113,0,1113,0,86,1027,0.922731357,0.032345013,0.077268643,59,37,2,34
smtate2,CSC226-001-BARNES-F16,1625,17,8417.974,7983.816,434.158,5.089464329,5.359975309,5.075534647,8.980437777,94,72,59,34,350,103,156,85,71,0.085406302,0.971698113,0.157012195,1303,1,1136,168,1304,0,98,1206,0.924846626,0.01303681,0.075153374,421,50,16,2
nkhulla,CSC226-002-BARNES-F16,2514,40,14178.869,13795.06,383.809,5.569076591,6.092206349,5.555803464,10.20750803,159,89,176,65,332,228,261,143,118,0.109932498,1.085714286,0.199649737,2200,14,2214,0,2214,0,140,2074,0.936766034,0.018066847,0.063233966,475,44,3,57
mjdivinc,CSC226-002-BARNES-F16,1492,25,6939.885,6592.441,347.444,4.565713816,4.893577465,4.549648723,9.647284412,145,82,95,2,360,156,169,64,105,0.1555334,1.278688525,0.277333333,1155,5,921,239,1160,0,157,1003,0.864655172,0.021551724,0.135344828,0,48,2,8
rdmarshb,CSC226-002-BARNES-F16,892,0,2965.305,2868.869,96.436,3.226664853,1.607266667,3.339777648,6.369176128,65,47,32,4,162,103,45,34,11,0.144662921,0.971698113,0.251833741,757,0,708,49,757,1,45,712,0.940554822,0,0.059445178,207,37,2,0
tjfallon,CSC226-001-BARNES-F16,1705,54,11238.351,10785.999,452.352,6.477435735,6.959261538,6.458682036,12.29545386,237,104,131,44,196,156,360,167,193,0.109014675,1.368421053,0.201941748,1539,0,1533,6,1539,0,108,1431,0.929824561,0.035087719,0.070175439,3,41,0,42
pasoloni,CSC226-002-BARNES-F16,883,0,5091.905,4916.723,175.182,5.564923497,4.37955,5.619112,10.62268781,66,59,67,10,258,140,62,39,23,0.223285486,1.333333333,0.382513661,644,13,657,0,657,0,30,627,0.9543379,0,0.0456621,1,26,0,14
bcboyle,CSC226-001-BARNES-F16,1456,67,7831.618,7534.811,296.807,5.259649429,6.595711111,5.218013158,9.3525664,78,74,86,15,303,155,98,56,42,0.151663405,1.383928571,0.273368607,1179,7,1143,43,1186,4,164,1022,0.861720067,0.056492411,0.138279933,286,29,0,11
gnswain,CSC226-001-BARNES-F16,951,14,5536.837,5432.81,104.027,5.621154315,1.651222222,5.892418655,11.87191639,92,60,60,20,210,123,110,58,52,0.174715909,1.138888889,0.302955665,774,1,694,81,775,0,71,704,0.908387097,0.018064516,0.091612903,38,43,0,4
jrtuttl2,CSC226-001-BARNES-F16,1112,30,5746.584,5389.168,357.416,5.032035026,4.896109589,5.041317119,8.373519006,63,56,91,17,274,147,80,30,50,0.18678526,1.348623853,0.328125,868,0,868,0,868,0,81,787,0.906682028,0.034562212,0.093317972,3,46,0,24
athapa,CSC226-002-BARNES-F16,4058,147,11146.469,10827.693,318.776,2.721970452,3.035961905,2.713707519,5.55752662,306,174,261,83,678,226,602,334,268,0.076068664,1.69924812,0.145618557,3395,22,3007,410,3417,18,446,2971,0.869476149,0.043020193,0.130523851,628,59,13,47
rkkrache,CSC226-002-BARNES-F16,1857,10,6146.081,6060.306,85.775,3.245026927,1.750510204,3.284718699,5.516523722,114,89,107,28,442,159,179,107,72,0.115889213,1.2421875,0.212,1411,41,1452,0,1452,2,80,1372,0.944903581,0.006887052,0.055096419,422,36,0,27
agadler,CSC226-002-BARNES-F16,646,0,3342.773,3078.033,264.74,4.923082474,5.755217391,4.862611374,9.654053884,66,53,48,1,122,126,42,32,10,0.25,1.188679245,0.413114754,557,0,241,316,557,2,53,504,0.904847397,0,0.095152603,1,35,0,5
eadunlop,CSC226-001-BARNES-F16,1311,20,7681.247,7422.247,259,5.727999254,4.709090909,5.771576205,10.85769614,127,76,87,14,227,169,135,56,79,0.166996047,1.60952381,0.30259624,1109,5,1083,31,1114,4,102,1012,0.908438061,0.017953321,0.091561939,79,37,0,14
bknagy,CSC226-001-BARNES-F16,2495,46,13569.092,13267.151,301.941,5.329572663,5.489836364,5.326034123,10.81889561,218,137,210,34,504,309,291,100,191,0.168209036,1.256097561,0.29668747,2040,2,1001,1041,2042,0,205,1837,0.899608227,0.022526934,0.100391773,10,30,8,2
hhpatel,CSC226-001-BARNES-F16,2222,71,17065.627,16763.2,302.427,7.534493157,3.688134146,7.678973889,13.72435368,110,124,138,32,498,189,215,115,100,0.124670185,0.863013699,0.217867435,1726,41,1639,128,1767,12,251,1516,0.85795133,0.040181098,0.14204867,125,57,0,24
wjbaker2,CSC226-001-BARNES-F16,991,6,4276.233,4215.505,60.728,4.180090909,1.104145455,4.354860537,7.848336389,89,51,65,14,171,123,96,28,68,0.15530303,1.042372881,0.27032967,852,0,771,81,852,0,60,792,0.929577465,0.007042254,0.070422535,135,38,0,13
mcwalte2,CSC226-002-BARNES-F16,1596,14,7047.411,6969.54,77.871,4.334201107,1.366157895,4.442026769,8.783478817,145,99,60,29,350,194,139,93,46,0.164128596,1.590163934,0.297546012,1275,1,964,312,1276,0,94,1182,0.926332288,0.010971787,0.073667712,233,41,0,9
cjhetzle,CSC226-001-BARNES-F16,1066,4,6181.804,6077.518,104.286,5.599460145,2.425255814,5.728103676,10.58317477,84,61,88,16,223,170,79,58,21,0.203106332,1.349206349,0.353063344,880,1,608,273,881,0,44,837,0.950056754,0.004540295,0.049943246,48,27,0,13
pjlee2,CSC226-002-BARNES-F16,1343,41,8502.129,8019.833,482.296,6.165430747,6.606794521,6.140760337,12.56394243,82,99,81,27,342,150,139,99,40,0.164835165,1.19047619,0.28957529,1037,0,1034,3,1037,0,127,910,0.87753134,0.039537126,0.12246866,24,47,8,21
dkarami,CSC226-002-BARNES-F16,1158,6,5433.357,4963.821,469.536,4.577385847,5.45972093,4.50846594,8.195368378,67,59,60,24,297,148,62,55,7,0.184769039,1.37037037,0.325632563,890,0,867,23,890,4,89,801,0.9,0.006741573,0.1,66,47,0,14
qyjones,CSC226-002-BARNES-F16,3046,25,15678.65,15525.105,153.545,5.088818565,2.132569444,5.159556331,11.34254597,158,122,235,49,851,254,310,179,131,0.119585687,1.443181818,0.220869565,2224,6,2198,32,2230,8,106,2124,0.952466368,0.011210762,0.047533632,4,36,2,34
akiyeng2,CSC226-001-BARNES-F16,959,9,5392.04,5153.673,238.367,5.457530364,3.178226667,5.644767798,11.22889978,73,62,67,17,222,127,92,65,27,0.182471264,1.175925926,0.315920398,753,13,577,189,766,0,70,696,0.908616188,0.011749347,0.091383812,41,43,0,14
ctripoll,CSC226-002-BARNES-F16,1152,44,8465.957,8274.066,191.891,7.108276238,4.171543478,7.226258515,13.30227497,84,76,87,19,231,167,99,57,42,0.199760766,1.403361345,0.34973822,960,0,916,44,960,0,124,836,0.870833333,0.045833333,0.129166667,8,32,0,13
salille2,CSC226-001-BARNES-F16,3869,12,19364.843,19307.571,57.272,4.955179887,0.894875,5.022781217,9.108558194,175,157,253,95,588,331,352,248,104,0.103534564,2.981981982,0.200120919,3295,25,2811,509,3320,1,123,3197,0.962951807,0.003614458,0.037048193,976,47,0,132
ejfinle2,CSC226-002-BARNES-F16,1624,17,5034.255,4961.626,72.629,3.030857917,1.190639344,3.10101625,5.644005745,132,72,91,9,448,148,158,110,48,0.132142857,1.396226415,0.241435563,1212,1,653,560,1213,0,93,1120,0.923330585,0.014014839,0.076669415,39,42,1,2
htcollin,CSC226-002-BARNES-F16,945,35,6568.352,6159.282,409.07,6.736771282,8.348367347,6.651492441,12.80879842,72,40,45,10,224,112,55,35,20,0.166666667,0.965517241,0.284263959,751,0,751,0,751,0,79,672,0.894806924,0.046604527,0.105193076,0,35,0,7
jgschwab,CSC226-002-BARNES-F16,687,0,2981.294,2888.913,92.381,4.163818436,1.649660714,4.377140909,8.277598865,43,41,28,8,253,98,22,14,8,0.23501199,0.907407407,0.373333333,463,0,463,0,463,1,46,417,0.900647948,0,0.099352052,0,41,0,12
jamacle2,CSC226-002-BARNES-F16,928,23,5889.598,5763.683,125.915,6.186552521,1.773450704,6.542205448,11.12751705,80,60,43,11,155,111,85,73,12,0.155680224,1.027777778,0.270401949,794,3,481,316,797,0,84,713,0.894604768,0.028858218,0.105395232,34,46,0,0
nrducret,CSC226-001-BARNES-F16,1885,3,7968.719,7790.214,178.505,4.152537259,2.926311475,4.192795479,6.193397717,80,54,155,51,277,235,105,75,30,0.150255754,2.175925926,0.281100478,1641,1,1642,0,1642,3,78,1564,0.952496955,0.00182704,0.047503045,553,40,7,30
mschlei,CSC226-001-BARNES-F16,848,0,5186.226,4639.411,546.815,5.947506881,7.594652778,5.79926375,10.15099915,45,39,41,0,288,104,21,10,11,0.217573222,0.95412844,0.354344123,579,5,584,0,584,8,106,478,0.818493151,0,0.181506849,84,53,1,11
nnshirse,CSC226-002-BARNES-F16,1250,1,10296.437,10191.386,105.051,8.006560653,2.626275,8.179282504,13.50188855,94,86,114,3,271,159,138,102,36,0.162576687,1.419642857,0.291743119,1015,0,1015,0,1015,1,37,978,0.963546798,0.000985222,0.036453202,0,29,0,22
jnparmar,CSC226-001-BARNES-F16,1311,26,12227.81,11411.316,816.494,9.084554235,9.278340909,9.07099841,14.95670014,93,84,83,24,313,180,104,68,36,0.198675497,0.814479638,0.319432121,1032,1,1021,12,1033,6,127,906,0.877057115,0.025169409,0.122942885,48,43,5,45
aeezhila,CSC226-001-BARNES-F16,1352,11,5457.972,5431.452,26.52,3.935091565,0.589333333,4.047281669,7.428179518,94,63,81,20,200,136,122,83,39,0.11971831,1.259259259,0.218649518,1187,0,1187,0,1187,0,51,1136,0.957034541,0.00926706,0.042965459,311,33,0,38
cmfitzg2,CSC226-002-BARNES-F16,1867,7,7372.414,7155.962,216.452,3.88226119,2.925027027,3.921075068,9.299557712,223,134,118,58,401,160,373,276,97,0.113555713,1.428571429,0.210387903,1489,9,1365,133,1498,0,89,1409,0.94058745,0.004672897,0.05941255,165,50,0,25
rfseligs,CSC226-002-BARNES-F16,1926,9,7409.512,7374.457,35.055,3.784224719,0.625982143,3.877211882,7.212951427,113,98,112,28,314,177,175,80,95,0.112667091,1.638888889,0.210839786,1637,7,1533,111,1644,2,73,1571,0.955596107,0.005474453,0.044403893,382,41,0,38
mtsmith8,CSC226-002-BARNES-F16,1290,12,7084.514,6853.842,230.672,5.342770739,5.364465116,5.342043648,10.3190221,89,75,68,10,290,182,61,37,24,0.190376569,1.181818182,0.327927928,1036,0,901,135,1036,2,80,956,0.922779923,0.011583012,0.077220077,17,30,0,43
amshafe2,CSC226-002-BARNES-F16,1070,3,8600.131,8228.428,371.703,7.832541894,7.43406,7.851553435,14.21074195,86,55,92,11,233,164,80,43,37,0.2002442,1.518518519,0.353829558,865,0,759,106,865,0,46,819,0.946820809,0.003468208,0.053179191,29,33,0,19
sranga,CSC226-001-BARNES-F16,448,0,2166.65,1980.133,186.517,4.580655391,2.869492308,4.853267157,8.943457617,32,29,29,1,122,81,10,7,3,0.268211921,0.764150943,0.397058824,350,1,351,0,351,0,49,302,0.86039886,0,0.13960114,28,47,0,1
anshafer,CSC226-001-BARNES-F16,688,1,5107.043,4765.861,341.182,7.112873259,9.221135135,6.99832746,11.88687206,56,39,47,3,100,110,35,24,11,0.18707483,1.018518519,0.316091954,618,0,618,0,618,0,30,588,0.951456311,0.001618123,0.048543689,121,25,0,21
yzhu24,CSC226-002-BARNES-F16,2272,32,11501.944,10965.851,536.093,4.977041973,7.883720588,4.888921534,10.28120453,193,157,140,62,369,144,409,286,123,0.081678956,0.472131148,0.13926499,1932,10,1885,57,1942,18,179,1763,0.907826982,0.016477858,0.092173018,292,43,2,25
tjschomb,CSC226-001-BARNES-F16,1184,17,7333.73,7279.836,53.894,6.050932343,1.036423077,6.27572069,11.95473455,123,81,104,68,172,151,225,103,122,0.153611394,1.438095238,0.277573529,1040,0,1040,0,1040,0,57,983,0.945192308,0.016346154,0.054807692,0,37,1,54
jrbell2,CSC226-002-BARNES-F16,1602,28,6799.607,6555.435,244.172,4.141051766,4.695615385,4.122915094,6.831004174,124,72,98,31,191,167,158,49,109,0.122254758,1.415254237,0.225067385,1451,0,1451,0,1451,2,85,1366,0.941419711,0.019297037,0.058580289,489,31,7,17
jtirene,CSC226-001-BARNES-F16,1354,8,5038.481,4884.949,153.532,3.63264672,1.872341463,3.743255939,7.347620127,95,60,102,9,323,164,102,62,40,0.173544974,1.138888889,0.301193756,1058,6,1040,24,1064,24,119,945,0.888157895,0.007518797,0.111842105,80,48,4,23
jhoh,CSC226-001-BARNES-F16,658,3,4246.094,3722.396,523.698,6.171648256,6.714076923,6.102288525,12.13474351,46,43,43,13,152,104,41,32,9,0.222698073,0.99047619,0.363636364,536,0,536,0,536,0,69,467,0.871268657,0.005597015,0.128731343,48,52,10,0
ssbagade,CSC226-002-BARNES-F16,1755,1,7027.45,6790.543,236.907,3.930341163,4.230482143,3.920636836,6.209915428,62,65,99,40,153,155,111,59,52,0.097117794,1.409090909,0.181711606,1622,13,1635,0,1635,0,39,1596,0.976146789,0.000611621,0.023853211,673,34,0,30
hehendr2,CSC226-002-BARNES-F16,1920,36,8078.895,7423.845,655.05,4.143023077,3.994207317,4.15668813,6.206261308,150,106,155,42,334,245,210,117,93,0.159297789,2.268518519,0.297691373,1599,17,1470,146,1616,4,78,1538,0.951732673,0.022277228,0.048267327,110,30,3,24
wdhaskin,CSC226-002-BARNES-F16,2181,31,9091.299,9037.898,53.401,4.104423928,1.186688889,4.164929954,6.419517433,90,101,165,18,438,261,113,65,48,0.160417947,1.591463415,0.291457286,1777,0,1777,0,1777,4,150,1627,0.91558807,0.017445132,0.08441193,351,32,0,19
ldremigi,CSC226-002-BARNES-F16,1196,8,7189.207,6666.917,522.29,5.849639544,6.611265823,5.79731913,11.88104285,81,58,80,2,325,126,95,67,28,0.153284672,1.188679245,0.271551724,900,4,904,0,904,2,82,822,0.909292035,0.008849558,0.090707965,39,52,10,16
ltschroc,CSC226-001-BARNES-F16,2432,17,8127.313,7981.313,146,3.302443316,2.474576271,3.322778102,6.22753334,118,67,139,18,492,153,189,78,111,0.082390953,1.15037594,0.153768844,1966,3,1963,6,1969,6,112,1857,0.943118334,0.008633824,0.056881666,734,35,8,23
sacynamo,CSC226-002-BARNES-F16,1790,21,12169.812,11861.333,308.479,6.690385926,4.819984375,6.758594302,10.47118851,76,97,150,58,304,177,204,141,63,0.124647887,1.84375,0.233509235,1515,0,1469,46,1515,0,95,1420,0.937293729,0.013861386,0.062706271,313,46,0,46
jtoverto,CSC226-002-BARNES-F16,993,32,5979.55,5923.649,55.901,5.833707317,0.980719298,6.119472107,11.10122872,77,53,62,4,209,126,70,43,27,0.174757282,0.919708029,0.293706294,816,0,785,31,816,0,95,721,0.883578431,0.039215686,0.116421569,123,41,0,14
